skuid,descr,datedue,dateordered,qtyprinted,qtyordered,priority,notes,imps,printstack
FIX-4-SB,"Low Stock","2017-09-29 00:00:00","2017-09-28 00:00:00",70,70,15,,128,45
FIX-4,"Low Stock","2017-09-29 00:00:00","2017-09-28 00:00:00",70,70,16,,264,22
FIX-5-SB,"Low Stock","2017-09-29 00:00:00","2017-09-28 00:00:00",30,30,20,,132,35
FMF-S,Stock,"2017-09-29 00:00:00","2017-09-28 00:00:00",50,50,25,,280,20
FN1-S,Stock,"2017-09-28 00:00:00","2017-09-28 00:00:00",75,75,30,,254,22
MHW-S,Stock,"2017-09-29 00:00:00","2017-09-28 00:00:00",75,75,35,,312,17
PAL-RG,"Low Stock","2017-09-29 00:00:00","2017-09-28 00:00:00",30,30,5,,198,17
PAL-WT,Stock,"2017-09-29 00:00:00","2017-09-28 00:00:00",40,40,45,,206,25
TEE-S,Stock,"2017-09-29 00:00:00","2017-09-28 00:00:00",100,100,55,,148,35
WHB-S,Stock,"2017-09-29 00:00:00","2017-09-28 00:00:00",50,50,60,,296,15
WTW-S,Stock,"2017-09-29 00:00:00","2017-09-28 00:00:00",75,75,60,,198,30
SWP-P1-BL,"Low Stock","2017-10-03 00:00:00","2017-10-03 00:00:00",25,25,5,,222,12
"EIS-TB e2p1",Stock,"2017-10-04 00:00:00","2017-10-03 00:00:00",300,300,11,"300 yields 600 books.",138,35
BBW,Stock,"2017-10-04 00:00:00","2017-10-03 00:00:00",100,100,100,,132,40
TEE-S,Stock,"2017-10-04 00:00:00","2017-10-03 00:00:00",400,400,6,,148,35
LDP-T,Stock,"2017-10-04 00:00:00","2017-10-03 00:00:00",250,250,100,,206,25
AFF-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",996,996,15,,169,30
AFF-TB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",80,80,15,,82,30
AUH-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",200,200,100,,348,15
AUH-T,WTS,"2017-10-19 00:00:00","2017-10-04 00:00:00",60,60,2,,317,18
BFG-B,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",100,100,15,,84,70
BH-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",1250,1250,100,,224,18
BH-TB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,5,,124,50
FIX-1-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",1375,1375,90,,128,40
FIX-3-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",400,400,15,,130,40
FIX-3,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",990,990,101,,262,22
FIX-5-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",75,75,100,,132,35
FIX-5-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",75,75,15,,132,35
FIX-5,"Low Stock","2017-11-07 00:00:00","2017-10-04 00:00:00",1018,1000,15,,266,22
FIX-6-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,15,,132,35
FIX-6,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",800,800,15,,268,22
FN1-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",1200,1200,100,,254,22
FN1-T,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",150,150,15,,254,20
FN2-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",100,100,15,,262,23
HWS,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,100,,94,50
HWS,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,100,,94,50
LDP-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",75,75,15,,176,34
MHW-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",646,646,100,,312,17
MHW-T,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,100,,285,20
MHW-T,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,15,,285,20
PAL-RG,"Low Stock","2017-10-25 00:00:00","2017-10-04 00:00:00",200,200,20,,198,17
PAL-RT,"Low Stock","2017-11-13 00:00:00","2017-10-04 00:00:00",200,200,10,,169,20
PAL-WSB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",60,60,15,,274,20
PAL-WT,"Low Stock","2017-10-04 00:00:00","2017-10-04 00:00:00",250,200,5,,206,25
PZ-ZCO,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",70,70,5,"70 yields 630 sets.",96,24
SBC-B,"Low Stock","2017-10-25 00:00:00","2017-10-04 00:00:00",30,30,15,,61,50
SICC-A-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",100,100,100,,162,30
SICC-B-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",150,150,100,,186,30
SICC-C-SB,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",100,100,30,,188,30
SIMP-A,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",800,800,200,,113,45
SIMP-B,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",920,920,200,,107,45
SIMP-C,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",1000,1000,25,,105,45
SRH-BL,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,35,100,,63,40
SRP-S,Stock,"2017-11-03 00:00:00","2017-10-04 00:00:00",680,670,95,,174,30
"TEE-T ",NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",200,200,10,,103,50
"TLC ",NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,15,,121,22
TTC-T,"Low Stock","2017-10-25 00:00:00","2017-10-04 00:00:00",400,400,22,,123,45
USH-S,,"2017-11-03 00:00:00","2017-10-04 00:00:00",1200,1200,15,,304,15
USH-T,"Low Stock","2017-10-04 00:00:00","2017-10-04 00:00:00",1000,1000,95,,277,20
WHB-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",250,250,1000,,296,15
WHB-T,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",100,100,15,,268,18
WRP-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",100,100,15,,242,25
WRP-T,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,15,,192,30
WTW-S,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",350,350,15,,198,30
WTW-T,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",100,100,100,,139,30
WVD-B,NULL,"2017-10-04 00:00:00","2017-10-04 00:00:00",50,50,15,,73,80
"SRP Tabs","Low Stock","2017-10-05 00:00:00","2017-10-04 00:00:00",924,924,5,,16,250
SRN-B,"Low Stock","2017-10-31 00:00:00","2017-10-04 00:00:00",300,300,35,,126,35
HSE-S-P,"Low Stock","2017-10-04 00:00:00","2017-10-04 00:00:00",300,300,5,,28,200
"SW2 Tabs","Low Stock","2017-10-13 00:00:00","2017-10-05 00:00:00",749,749,20,,12,104
EIS-LCO,NULL,"2017-10-06 00:00:00","2017-10-06 00:00:00",300,300,5,"300 yields 600 sets.",96,20
NC-GPD-H,"For fulfilling backorders","2017-10-12 00:00:00","2017-10-12 00:00:00",150,150,1,,220,25
NC-GPD-M,"For fulfilling backorders","2017-10-12 00:00:00","2017-10-12 00:00:00",75,75,1,,313,19
NC-GPD-PG,"For fulfilling backorders","2017-10-12 00:00:00","2017-10-12 00:00:00",100,100,1,,111,45
FN2-T,NULL,"2017-10-16 00:00:00","2017-10-16 00:00:00",50,50,1,,262,23
SW2,"Low Stock","2017-10-20 00:00:00","2017-10-17 00:00:00",778,778,5,,240,25
FIX-2-SB,WTS,"2017-10-18 00:00:00","2017-10-18 00:00:00",100,100,0,,130,35
SWP-P2-P,WTS,"2017-10-19 00:00:00","2017-10-19 00:00:00",20,20,1,,300,10
FIX-1-SB,WTS,"2017-10-19 00:00:00","2017-10-19 00:00:00",200,200,1,,128,40
PPC-S,WTS,"2017-10-19 00:00:00","2017-10-19 00:00:00",50,50,2,,252,24
BH-S,"Low Stock","2017-10-19 00:00:00","2017-10-19 00:00:00",70,70,3,,224,18
"AHW-S (old)","Low Stock","2017-10-19 00:00:00","2017-10-19 00:00:00",30,30,5,,300,18
"AHW-T (old)","Low Stock","2017-10-19 00:00:00","2017-10-19 00:00:00",20,20,6,,273,20
NC-GS-PG,"Low Stock","2017-10-20 00:00:00","2017-10-19 00:00:00",50,50,3,,183,32
NC-GS-H,"Low Stock","2017-10-20 00:00:00","2017-10-19 00:00:00",30,30,7,,352,17
NC-GS-M,"Low Stock","2017-10-20 00:00:00","2017-10-19 00:00:00",30,30,7,,440,13
"AHW-T (old)",NULL,"2017-10-23 00:00:00","2017-10-23 00:00:00",30,30,5,,273,20
SRP-S,WTS,"2017-10-23 00:00:00","2017-10-23 00:00:00",30,30,1,,174,30
LDP-T,Stock,"2017-10-25 00:00:00","2017-10-24 00:00:00",250,250,21,,206,25
CS-A-RC,WTS,"2017-10-25 00:00:00","2017-10-25 00:00:00",10,10,1,,345,10
CS-B-RC,WTS,"2017-10-25 00:00:00","2017-10-25 00:00:00",11,10,1,,338,17
"CS-ABC Tabs","1 needed ASAP (for today)","2017-10-27 00:00:00","2017-10-26 00:00:00",250,250,0,,5,250
CS-A,"1 needed ASAP (for today)","2017-10-27 00:00:00","2017-10-27 00:00:00",30,30,0,,345,15
SICC-C-TB,"Low Stock","2017-10-31 00:00:00","2017-10-30 00:00:00",30,30,32,,174,30
CK-S,WTS,"2017-10-30 00:00:00","2017-10-30 00:00:00",100,100,1,,114,40
"PZ-A Blue Card","Waiting to collate.","2017-10-31 00:00:00","2017-10-31 00:00:00",400,400,1,"400 yields 1600 cards.",1,1
TWSS-PREM-CARD,"Batch 1 of 4","2017-10-31 00:00:00","2017-10-31 00:00:00",4000,4000,5,"Details on Tim's computer
PREM-CODES-5 from Cameron exported to 4 files:
Prem Codes (5) Recs 1 - 4000
Prem Codes (5) Recs 4001 - 6000
Prem Codes (5) Recs 6001 - 8000
Prem Codes (5) Recs 8001 - 10000

",1,10000
"PZ-B Blue Card",NULL,"2017-10-31 00:00:00","2017-10-31 00:00:00",175,175,2,"175 yields 700 cards.",1,1
"PZ-C Blue Card",NULL,"2017-10-31 00:00:00","2017-10-31 00:00:00",50,50,2,"50 yields 200 cards.",1,1
CS-PK-RC,"Low Stock","2017-11-03 00:00:00","2017-11-02 00:00:00",10,10,5,,311,20
CS-P1-RC,"Low Stock","2017-11-03 00:00:00","2017-11-02 00:00:00",10,10,5,,329,20
SICC-A-SB,Stock,"2017-11-06 00:00:00","2017-11-06 00:00:00",400,400,20,,162,30
SME-L1,WTS,"2017-11-08 00:00:00","2017-11-08 00:00:00",50,50,1,,40,50
SME-L1-CS,WTS,"2017-11-08 00:00:00","2017-11-08 00:00:00",50,50,1,,14,50
"PAL-RF Instructions","Low Stock","2017-11-10 00:00:00","2017-11-09 00:00:00",500,500,2,,1,500
FMF-TB,"Low Stock","2017-11-10 00:00:00","2017-11-09 00:00:00",20,20,3,,273,20
FIX-2-SB,WTS,"2017-11-13 00:00:00","2017-11-13 00:00:00",100,100,1,,130,35
FIX-4,WTS,"2017-11-13 00:00:00","2017-11-13 00:00:00",50,50,5,,264,22
TTC-T,WTS,"2017-11-13 00:00:00","2017-11-13 00:00:00",50,50,7,,123,45
PPW-H,NULL,"2017-11-17 00:00:00","2017-11-13 00:00:00",100,100,20,,4,100
RRW-H_v2,NULL,"2017-11-17 00:00:00","2017-11-13 00:00:00",200,200,20,,3,150
FMF-S,"Low Stock","2017-11-14 00:00:00","2017-11-14 00:00:00",30,30,9,,280,20
NC-GS-M,"Low Stock","2017-11-14 00:00:00","2017-11-14 00:00:00",20,20,20,,440,13
PZ-ZCO,"Test on new production equipment.","2017-11-14 00:00:00","2017-11-14 00:00:00",5,5,9,,96,24
FIX-3,"Stock - Palletize","2017-11-30 00:00:00","2017-11-14 00:00:00",60,60,101,,262,22
SICC-B-SB,"Stock - Palletize","2017-11-15 00:00:00","2017-11-14 00:00:00",440,440,5,,186,30
SICC-C-SB,"Stock - Palletize","2017-11-15 00:00:00","2017-11-14 00:00:00",270,265,6,,188,30
EIS-LCO,"Test on new production equipment.","2017-11-15 00:00:00","2017-11-15 00:00:00",5,5,9,,96,20
ACS-B,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",100,100,1000,,164,30
AUH-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",336,336,210,,317,18
BBW,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",363,363,200,,132,40
BFG-B,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",429,429,215,,84,70
BH-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",300,300,100,,224,18
CAH-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",30,30,250,,302,18
CAH-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",30,30,255,,274,21
DDD-B,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",50,50,220,,120,50
EIL-3,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",300,300,1000,,168,35
EIL-4,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",250,250,1000,,166,35
EIL-5,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",30,30,1000,,165,35
FIX-1,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",1249,1249,230,"Ran out of back covers ",230,25
FIX-2,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",1440,1440,260,,258,22
FIX-4,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",1000,1000,200,,264,22
FIX-5-SB,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",275,275,241,,132,35
FIX-6-SB,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",210,209,265,,132,35
FN1-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",603,603,270,,254,20
FN2-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",443,443,275,,262,23
FN2-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",169,169,280,,262,23
HAS,"Low Stock","2017-11-16 00:00:00","2017-11-16 00:00:00",30,30,4,,362,15
"HAS Tabs",NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",100,100,4,,12,500
LDP-SB,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",420,420,1000,,176,34
LDP-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",515,515,285,,206,25
LTL-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",60,60,290,,97,30
MHW-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",920,920,295,"Ran out of front covers

-Joe",285,20
PAL-WSB,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",226,226,300,,274,20
PLS-BL,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",30,30,305,,245,25
PPC-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",80,60,200,,252,24
PPC-T,WTS,"2017-11-27 00:00:00","2017-11-16 00:00:00",45,45,1,,242,25
"EIS-TB e2p1",NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",252,252,2000,"Ran out of covers.",138,35
RBW,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",200,200,320,,133,40
RRR-TB,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",30,30,325,,196,28
SBC-B,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",60,60,330,,61,50
SICC-A-TB,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",35,35,335,,156,30
SICC-B-TB,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",30,30,340,,168,30
SRH-BL,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",60,60,345,,63,40
SRN-B,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",848,848,350,"Ran out of 24lb paper.",126,35
SRP-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",200,200,355,,174,30
TEE-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",547,547,55,,148,35
"TEE-T ",NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",500,500,5,,103,50
"TLC ",NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",230,230,365,,121,22
TTC-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",100,100,370,,123,45
WHB-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",824,824,1000,,296,15
WHB-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",331,331,200,,268,18
WRP-S,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",522,522,375,,242,25
WRP-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",183,183,380,,192,30
WSP-BL,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",50,50,385,"Ran out of front covers.",301,20
WTW-S,541,"2017-11-16 00:00:00","2017-11-16 00:00:00",390,390,390,"Ran out of front covers.",198,30
WTW-T,NULL,"2017-11-16 00:00:00","2017-11-16 00:00:00",382,382,395,,139,30
SME-L4,WTS,"2017-11-20 00:00:00","2017-11-20 00:00:00",20,20,1,,60,20
"PAL-RF Instructions","Paper due to arrive on 11/21/17","2017-11-22 00:00:00","2017-11-20 00:00:00",500,500,5,,1,500
HWS,NULL,"2017-11-21 00:00:00","2017-11-21 00:00:00",60,60,245,,94,50
HWS,NULL,"2017-11-21 00:00:00","2017-11-21 00:00:00",60,60,245,,94,50
SW2-RC,WTS,"2017-11-28 00:00:00","2017-11-28 00:00:00",10,10,2,,240,10
"SW2 Tabs",WTS,"2017-11-28 00:00:00","2017-11-28 00:00:00",100,100,2,,12,104
"SW2 Tabs","Need 500 for CC Order","2018-02-15 00:00:00","2017-11-29 00:00:00",2700,2700,499,,12,104
FIX-2-SB,WTS,"2017-12-01 00:00:00","2017-12-01 00:00:00",105,100,1,,130,35
HSE-S-P,WTS,"2017-12-05 00:00:00","2017-12-05 00:00:00",60,60,1,,28,200
FMF-S,"Low Stock","2017-12-11 00:00:00","2017-12-11 00:00:00",79,79,1,"Ran out of grey card stock 

-Joe",280,20
FMF-TB,"Low Stock","2017-12-11 00:00:00","2017-12-11 00:00:00",50,1,1,,273,20
FMF-TB,"Low Stock","2017-12-11 00:00:00","2017-12-11 00:00:00",50,50,1,,273,20
"AHW-S (old)","Low Stock","2017-12-11 00:00:00","2017-12-11 00:00:00",100,100,105,,300,18
CS-A-RC,WTS,"2017-12-14 00:00:00","2017-12-13 00:00:00",10,10,1,,345,10
CS-B-RC,"Low Stock","2017-12-14 00:00:00","2017-12-13 00:00:00",10,10,5,,338,17
CS-C-RC,"Low Stock","2017-12-14 00:00:00","2017-12-13 00:00:00",10,10,5,,376,15
SICC-A-SB,NULL,"2017-12-14 00:00:00","2017-12-14 00:00:00",250,250,5,,162,30
SICC-C-SB,NULL,"2017-12-14 00:00:00","2017-12-14 00:00:00",100,100,5,,188,30
FIX-2-SB,NULL,"2017-12-14 00:00:00","2017-12-14 00:00:00",721,721,10,"Ran out of back covers 

-Joe",130,35
FIX-3-SB,,"2017-12-14 00:00:00","2017-12-14 00:00:00",1000,1000,3300,,130,40
RRR-S,NULL,"2017-12-14 00:00:00","2017-12-14 00:00:00",660,660,2000,,192,30
SWP-A-BL,"Low Stock","2017-12-18 00:00:00","2017-12-18 00:00:00",50,50,5,,194,30
SWP-B-BL,"Low Stock","2017-12-18 00:00:00","2017-12-18 00:00:00",50,50,5,,186,30
PAL-RG,NULL,"2017-12-19 00:00:00","2017-12-19 00:00:00",314,314,5,"Ran out of front covers.",198,17
PAL-RT,NULL,"2017-12-19 00:00:00","2017-12-19 00:00:00",200,200,5,,169,20
PAL-WT,NULL,"2017-12-19 00:00:00","2017-12-19 00:00:00",200,200,5,,206,25
AFF-TB,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",125,125,3000,,82,30
BBW,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",50,50,3000,,132,40
BFG-B,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",50,50,3000,,84,70
BH-TB,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",200,200,3000,,124,50
EIL-3,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",175,175,3000,,168,35
FMF-S,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",175,175,3100,,280,20
FMF-TB,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",100,100,3000,,273,20
FN1-T,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",150,150,3000,,254,20
FN2-T,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",75,75,3000,,262,23
GWN,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",100,100,3000,,149,40
LTL-T,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",100,100,3000,,97,30
NC-GS-PG,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",150,150,3100,,183,32
PAL-RSB1,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",75,75,3000,,103,30
PAL-RSB2,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",75,75,3000,,108,30
PPC-S,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",325,325,3000,,252,24
PPC-T,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",50,50,3000,,242,25
RRR-TB,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",120,120,3100,,196,28
SBC-B,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",55,55,3000,,61,50
SRP-S,"Double check that page 161 is on yellow paper.","2017-12-20 00:00:00","2017-12-20 00:00:00",225,225,3000,,174,30
PAL-WT,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",325,325,3200,,206,25
HWS,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",50,50,3000,,94,50
HWS,NULL,"2017-12-20 00:00:00","2017-12-20 00:00:00",50,50,3000,,94,50
HSE-S-P,WTS,"2018-01-02 00:00:00","2018-01-02 00:00:00",100,100,1,,28,200
FIX-1,"Stock - Palletize","2018-01-31 00:00:00","2018-01-03 00:00:00",2750,2750,4000,,230,25
FIX-1-SB,"Stock - Palletize","2018-01-31 00:00:00","2018-01-03 00:00:00",3880,3880,4100,,128,40
FIX-2,"Stock - Palletize","2018-01-31 00:00:00","2018-01-03 00:00:00",500,500,4200,,258,22
FIX-2-SB,"Stock - Palletize","2018-01-31 00:00:00","2018-01-03 00:00:00",2400,2400,4300,,130,35
SIMP-A,"Stock - Palletize","2018-01-31 00:00:00","2018-01-03 00:00:00",2320,3000,4400,,113,45
SIMP-B,"WTS - Print 5 stacks","2018-04-30 00:00:00","2018-01-03 00:00:00",1360,3200,2500,,107,45
SIMP-C,"Stock - Palletize","2018-01-31 00:00:00","2018-01-03 00:00:00",0,650,4600,,105,45
"AHW-T (old)",WTS,"2018-01-08 00:00:00","2018-01-08 00:00:00",20,20,1,,273,20
CK-S,WTS,"2018-01-09 00:00:00","2018-01-09 00:00:00",50,50,2,,114,40
FIX-4-SB,WTS,"2018-01-09 00:00:00","2018-01-09 00:00:00",80,80,1,,128,45
NC-GS-H,NULL,"2018-01-12 00:00:00","2018-01-12 00:00:00",24,24,5,,352,17
EIS-LCO,Stock,"2018-01-12 00:00:00","2018-01-12 00:00:00",60,60,5,"60 yields 120 sets.",96,20
WSP-BL,Stock,"2018-01-12 00:00:00","2018-01-12 00:00:00",50,50,4650,,301,20
RRW-H_v2,WTS,"2018-01-16 00:00:00","2018-01-15 00:00:00",200,200,3,"Order #502411",3,150
PPW-H,WTS,"2018-01-16 00:00:00","2018-01-15 00:00:00",150,150,3,,4,100
AHW-S,"CC - Order #492544","2018-01-26 00:00:00","2018-01-15 00:00:00",2000,2000,100,"Stack size switched from 20 to 15 due to the necessity of running jobs to the Stapler. -CEC",298,20
AHW-T,"CC - Order #492544","2018-01-26 00:00:00","2018-01-15 00:00:00",2000,2000,100,,274,20
AHW-S,"CC - Order #492544","2018-01-26 00:00:00","2018-01-15 00:00:00",2000,2000,200,,298,20
AHW-T,"CC - Order #492544","2018-01-26 00:00:00","2018-01-15 00:00:00",800,800,200,,274,20
CS-P1-RC,WTS,"2018-01-17 00:00:00","2018-01-17 00:00:00",10,10,1,,329,20
CS-P2-RC,"Low Stock","2018-01-17 00:00:00","2018-01-17 00:00:00",10,10,2,,327,20
PW-SEP-IL,"Be sure to use the file approved today.","2018-01-17 00:00:00","2018-01-17 00:00:00",500,500,0,,1,500
"SIM Tabs","Low Stock","2018-01-19 00:00:00","2018-01-17 00:00:00",924,924,10,,5,250
HSE-S-P,WTS,"2018-01-23 00:00:00","2018-01-22 00:00:00",75,75,2,"Order 503211",28,200
"SWI - Quick Start",WTS,"2018-01-22 00:00:00","2018-01-22 00:00:00",1000,1000,1,,1,500
FMF-S,WTS,"2018-01-29 00:00:00","2018-01-29 00:00:00",100,100,1,,280,20
CS-A-RC,WTS,"2018-01-29 00:00:00","2018-01-29 00:00:00",10,10,1,,345,10
SW2-RC,WTS,"2018-01-29 00:00:00","2018-01-29 00:00:00",10,10,1,,240,10
AHW-T,WTS,"2018-01-29 00:00:00","2018-01-29 00:00:00",100,100,5,,274,20
AHW-S,WTS,"2018-01-29 00:00:00","2018-01-29 00:00:00",100,100,5,,298,20
AHW-S,"CC- Order # 503659","2018-01-29 00:00:00","2018-01-29 00:00:00",3000,3000,300,,298,20
AHW-S,"CC- Order # 503659","2018-01-29 00:00:00","2018-01-29 00:00:00",2000,2000,400,,298,20
AHW-T,"CC- Order # 503659","2018-01-29 00:00:00","2018-01-29 00:00:00",770,750,400,"Printed one extra stack ",274,20
SW2,"CC- Order # 503659","2018-01-29 00:00:00","2018-01-29 00:00:00",1056,1056,500,,240,25
AHW-T,"CC- Order # 503659","2018-01-29 00:00:00","2018-01-29 00:00:00",3000,3000,300,,274,20
CK-S,WTS,"2018-01-31 00:00:00","2018-01-31 00:00:00",100,100,2,,114,40
VIC-3-S,WTS,"2018-01-31 00:00:00","2018-01-31 00:00:00",50,50,1,,64,75
VIC-3-T,WTS,"2018-01-31 00:00:00","2018-01-31 00:00:00",50,50,1,,84,60
IEW_EmpHB,"ASAP - EOD 2/5/2018","2018-02-05 00:00:00","2018-02-05 00:00:00",4,4,1,,37,1
CS-B-RC,"Low Stock","2018-02-06 00:00:00","2018-02-06 00:00:00",10,10,2,,338,17
LTW-SW1,"Be sure to use the newest file approved on 1/17/18","2018-02-12 00:00:00","2018-02-09 00:00:00",500,500,5,,154,35
LTW-TG1,"Be sure to use the newest file approved on 1/17/18","2018-02-12 00:00:00","2018-02-09 00:00:00",100,100,6,,362,15
LTW-TG1,"Wait for coil. Coil to arrive Tues. 2/13/18.","2018-02-13 00:00:00","2018-02-09 00:00:00",300,300,300,,362,15
NC-GPD-H,WTS,"2018-02-13 00:00:00","2018-02-12 00:00:00",30,30,5,,220,25
NC-GPD-M,WTS,"2018-02-13 00:00:00","2018-02-12 00:00:00",30,30,5,,313,19
NC-GPD-PG,"Low Stock","2018-02-13 00:00:00","2018-02-12 00:00:00",30,30,10,,111,45
CS-B-RC,Stock,"2018-02-12 00:00:00","2018-02-12 00:00:00",10,10,5,,338,17
CS-A,"WTS - Corrective Order","2018-02-13 00:00:00","2018-02-13 00:00:00",15,14,5,,345,15
SW2,WTS,"2018-02-15 00:00:00","2018-02-13 00:00:00",300,300,505,,240,25
HSE-S-P,WTS,"2018-02-14 00:00:00","2018-02-13 00:00:00",100,100,1,,28,200
AHW-T,Stock,"2018-02-15 00:00:00","2018-02-15 00:00:00",100,100,500,,274,20
